sample-id,soil-collection-id,location,sublocation,latitude,longitude,soil-collection-date,dicty-pcr,dicty-sequence,dicty-species-id,dicty-haplotype,burkholderia-lepa-pcr,burkholderia-sequence-id
THA852,jf30-2a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_purpureum,NA,1,NA
THA853,jf31-2a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_citrinum,NA,1,NA
THA854,jf32-2a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,heterostelium_pallidum,1,1,NA
THA855,jf33-6f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,1,NA
THA856,jf34-6c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,0,NA
THA857,jf35-4d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,1,NA
THA858,jf36-4d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA859,jf37-9d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_citrinum,NA,0,NA
THA860,jf38-9c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,0,NA
THA861,jf39-9c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA862,jf40-9b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,1,NA
THA863,jf41-9b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,0,NA
THA864,jf42-9b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,0,NA
THA865,jf43-9a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_mucoroides,NA,0,NA
THA866,jf44-9a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,heterostelium_pallidum,2,1,NA
THA867,jf45-9a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA868,jf46-7e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA869,jf47-7e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA870,jf48-7e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA871,jf49-7d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA872,jf50-7c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA873,jf51-7c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA874,jf52-8d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA875,jf53-8d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA876,jf54-8d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,0,NA
THA877,jf55-8b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_unclassified,NA,1,NA
THA878,jf56-8b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA879,jf57-8c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA880,jf58-8c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA881,jf59-8c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA882,jf60-8c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA883,jf61-8c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA884,jf62-8f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA885,jf63-8f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_unclassified,NA,1,NA
THA886,jf64-10c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_citrinum,NA,1,NA
THA887,jf65-10c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA888,jf66-10d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA889,jf67-10d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA890,jf68-10d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA891,jf69-10d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA892,jf70-10a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA893,jf71-10a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA894,jf72-10a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA895,jf73-1f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA896,jf74-5e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA897,jf75-5f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA898,jf76-5f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA899,jf77-5f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA900,jf78-3e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA901,jf793e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA902,jf80-5b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA903,jf81-6f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA904,jf82-7a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA905,jf83-9a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA906,jf84-9a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA907,jf85-1a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA908,jf86-1a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA909,jf87-1a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA910,jf88-1a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA911,jf89-10b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA912,jf90-10b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA913,jf91-10b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,0,NA
THA914,jf92-10b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA915,jf93-10b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA916,jf94-10e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,heterostelium_pallidum,2,1,NA
THA917,jf95-10e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA918,jf96-10f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,heterostelium_pallidum,2,1,NA
THA919,jf97-4c,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA920,jf98-4f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA921,jf99-5a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA922,jf100-5a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,heterostelium_pallidum,NA,1,NA
THA923,jf101-4b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA924,jf102-5d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA925,jf103-3a,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA926,jf104-3b,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA927,jf105-1d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA928,jf106-1d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA929,jf107-1d,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,0,NA
THA930,jf108-9e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA931,jf109-9e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,1,NA
THA932,jf110-3f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA933,jf111-3f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA934,jf112-3f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,yes,dictyostelium_giganteum,NA,1,NA
THA935,jf113-3e,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA936,jf114-1f,jenkins_ferry_state_park,jenkins_ferry_state_park,34.24754049,-92.5823571,2/7/20,1,no,dictyostelium_giganteum,NA,0,NA
THA1001,bs_n1__va1_a_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1002,bs_n1__va1_a_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1003,bs_n1__va1_a_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1004,bs_n1__va1_i_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1005,bs_n1__va1_i_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_dipogonis
THA1006,bs_n1__va1_i_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1007,bs_n1__va1_c_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1008,bs_n1__va1_c_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_phenazinium
THA1009,bs_n1__va1_c_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1010,bs_n1__va1_d_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1011,bs_n1__va1_d_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1012,bs_n1__va1_d_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1013,bs_n1__va1_e_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1014,bs_n1__va1_f_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1015,bs_n1__va1_f_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1016,bs_n2__va1_b_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_atlantica_ccge1002
THA1017,bs_n2__va1_b_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1018,bs_n2__va1_c_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1019,bs_n2__va1_d_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1020,bs_n2__va1_d_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1021,bs_n2__va1_d_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,NA
THA1022,bs_n2__va1_e_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1023,bs_n2__va1_e_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1024,bs_n2__va1_e_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1025,bs_n2__va1_f_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,mycoavidus_cysteinexigens
THA1026,bs_n2__va1_h_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1027,bs_n2__va1_h_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1028,bs_n2__va1_h_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1029,bs_n2__va1_i_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,NA
THA1030,bs_n2__va1_j_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1031,bs_n2__va1_j_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_atlantica_ccge1002
THA1032,bs_n2__va1_j_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1033,bs_n2__va1_j_4,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1034,s_n2__va1_f_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1035,s_n2__va1_e_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1036,s_n2__va1_e_2,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1037,s_n2__va1_e_3,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1038,s_n2__va1_e_4,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1039,s_n2__va1_d_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1040,s_n2__va1_d_2,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1041,s_n2__va1_b_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1042,s_n2__va1_a_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1043,s_n5__va1_f_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1044,s_n5__va1_e_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1045,s_n5__va1_c_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1046,s_n5__va1_b_1,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_agricolaris
THA1047,s_n5__va1_b_2,mountain_lake_va,indian_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1048,s_n7__va1_a_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_atlantica_ccge1002
THA1049,s_n7__va1_a_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1050,s_n7__va1_a_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1051,s_n7__va1_a_4,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1052,s_n7__va1_a_5,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1053,s_n7__va1_a_6,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1054,s_n7__va1_a_7,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1055,s_n7__va1_b_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1056,s_n7__va1_b_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1057,s_n7__va1_b_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_xenovorans
THA1058,s_n7__va1_c_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_terrae
THA1059,s_n7__va1_d_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1060,s_n7__va1_d_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1061,s_n7__va1_e_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_terrae
THA1062,s_n7__va1_e_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1063,s_n7__va1_e_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1064,s_n7__va1_f_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1065,s_n7__va1_f_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1066,s_n7__va1_f_3,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1067,s_n7__va1_f_4,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1068,s_n7__va1_g_1,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1069,s_n7__va1_g_2,mountain_lake_va,bald_knob_trail,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1070,bs_n10__va1_a_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1071,bs_n10__va1_a_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,achromobacter_deleyi
THA1072,bs_n10__va1_a_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1073,bs_n10__va1_a_4,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1074,bs_n10__va1_b_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1075,bs_n10__va1_b_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1076,bs_n10__va1_c_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1077,bs_n10__va1_d_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1078,bs_n10__va1_d_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1079,bs_n10__va1_e_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1080,bs_n10__va1_f_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1081,bs_n10__va1_g_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1082,bs_n10__va1_h_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,paraburkholderia_ginsengisol
THA1083,bs_n10__va1_h_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1084,bs_n10__va1_h_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1085,bs_n10__va1_i_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,1,achromobacter_deleyi
THA1086,bs_n10__va1_i_2,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1087,bs_n10__va1_i_3,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
THA1088,bs_n10__va1_j_1,mountain_lake_va,cascade_falls,37.37576692,-80.52266117,5/10/19,1,no,dictyostelium_discoideum,NA,0,NA
